Company_Name,HeadQuarter,What_it_does,Investor,funding_year,Amount($),Stage,Sector
Tango Eye,Chennai,Retail Video Analytics SaaS product,"Riso Investments, Lenskart",2020,0.0,Seed Round,Technology
Rare Planet,Kolkata,Rare Planet sells handicrafts made by local artisans.,Venture Catalysts,2020,0.0,Pre-Series A,Reatil startup
Avataa Me,Bengaluru,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,Sequoia Capital India,2020,7000000.0,Series A,Technology
MikeLegal,Gurugram,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,"SOSV, Artesian",2020,0.0,Seed Round,Professional Services
Miko,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","Stride Ventures, YourNest Venture Capital",2020,3000000.0,Pre-Series A,Technology
Razorpay,Bengaluru,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Tiger Global Management, Sequoia Capital India",2020,100000000.0,Series D,Finance and FinTech
Ninjacart,Bengaluru,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.","Syngenta Ventures, Walmart",2020,30000000.0,Undisclosed,Agriculture and Food
Wow! Momo,Kolkata,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,"Tiger Global Management, William Bissell",2020,5000000.0,Debt Financing,Agriculture and Food
Pepper Content,Mumbai,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,"Alok Mittal, Manan Maheshwari",2020,4200000.0,Series A,E-Commerce and Retail
LIVSPACE,Bengaluru,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.","Mercer Investments, Bessemer Venture Partners",2020,4000000.0,Debt Financing,Real Estate and Construction
Acculi Labs,Bengaluru,Acculi Labs is a clinical grade smartphone based diagnostic tool,Startup Basket.,2020,600000.0,Seed Round,Healthcare and Wellness
Unnati,Noida,A helping hand to the farming community through Artificial Intelligence,NABVENTURES,2020,1700000.0,Pre-Series A,Agriculture and Food
Disprz,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.","Xseed Partners, InnoVen Capital",2020,1600000.0,Pre-Series A,Education
Uni,Mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,"Lightspeed India Partners, Accel India",2020,18500000.0,Seed Round,Finance and FinTech
Credit Wise Capital,Mumbai,CreditWise Capital is a consumer finance company.,Venture Catalysts,2020,6000000.0,Seed Round,Finance and FinTech
Reliance Retail Ventures Ltd,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.","Silver Lake, Mubadala Investment Company",2020,70000000000.0,Undisclosed,E-Commerce and Retail
Winuall,Bengaluru,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.","Amit Lakhotia, Akash Gehani",2020,2000000.0,Undisclosed,Education
Genrobotics,Trivandrum,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,Unicorn India Ventures,2020,300000.0,Undisclosed,Technology
Livve,Cochin,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,Undisclosed,2020,1500000.0,Seed Round,Real Estate and Construction
Ergos,Samastipur,Ergos is building an integrated supply chain by setting up micro warehouses.,"Aavishkaar Venture Capital, Chiratae Ventures",2020,5000000.0,Series A,Agriculture and Food
Krishitantra,Hyderabad,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,"NABVENTURES, Omnivore",2020,1000000.0,Seed Round,Agriculture and Food
PakkaProfile,Bengaluru,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",Java Capital,2020,0.0,Seed Round,Technology
Unocoin,Tumkur,"Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.","Digital Finance Group, FundersClub",2020,0.0,Series A,Finance and FinTech
Pesto,New Delhi,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,"Sriharsha Majety, Rahul Jaimini",2020,0.0,Undisclosed,Education
NirogStreet,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,"Wavemaker Partners, Subho Ray",2020,2000000.0,Pre-Series A,Technology
Bambrew,Bengaluru,Bambrew is an online shop for reusable bamboo straws.,Upsparks,2020,0.0,Pre-Seed,Industrial and Manufacturing
Fanball XI,New Delhi,The gaming company mostly focused on fantasy football games,Foxhog Ventures,2020,1000000.0,Seed Round,Media and Entertainment
Treebo Hotels,Bengaluru,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.","Ramesh Mangaleswaran, Saikiran Krishnamurthy",2020,6000000.0,Undisclosed,Technology
GPS Renewables,Bengaluru,To solve the urban waste problem by utilising local technologies and business models.,"Triodos, Caspian",2020,3000000.0,Series A,Energy and Environment
Public,New Delhi,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",2020,30000000.0,Undisclosed,Media and Entertainment
Legal Salah,Kolkata,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,I2I Capitals,2020,1000000.0,Seed Round,Professional Services
FanPlay,New Delhi,FanPlay Technologies operates as a real-money gaming startup.,"Core91 Fund, Anupam Mittal",2020,0.0,Seed Round,Media and Entertainment
ECOSTP,Bengaluru,Eco friendly zero power zero maintenance sewage treatment plant in India.,Terwilliger Centre,2020,19000000.0,Undisclosed,Energy and Environment
Reliance Retail Ventures,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.","General Atlantic, Kohlberg Kravis Roberts",2020,800000000.0,Undisclosed,E-Commerce and Retail
AgroWave,Gurugram,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,Sekhar Puli,2020,500000.0,Undisclosed,Agriculture and Food
Sapio Analytics,Mumbai,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,Undisclosed,2020,150000.0,Undisclosed,Technology
Avanse Financial Services,Mumbai,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",International Finance Corporation,2020,15000000.0,Undisclosed,Finance and FinTech
Industry Buying,New Delhi,India's largest industrial ecommerce platform,"BlackSoil, BEENEXT",2020,15000000.0,Undisclosed,E-Commerce and Retail
Hopscotch,Mumbai,"Hopscotch provides an insider access to international brands for babies, kids, and moms.","Marc Lore, Rise Capital",2020,25000000.0,Undisclosed,E-Commerce and Retail
Pristyn Care,Gurugram,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,"Sequoia Capital India, Hummingbird Ventures",2020,11000000.0,Undisclosed,Healthcare and Wellness
WoodenStreet,Rajastan,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,"IAN Fund, Rajasthan Venture Capital Fund",2020,1000000.0,Undisclosed,Real Estate and Construction
ACKO,Mumbai,Acko General Insurance is a private sector general insurance company in India.,"RPS Ventures, Intact Ventures",2020,60000000.0,Undisclosed,Technology
Farmers Fresh Zone,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,"Artha India Ventures, Nagaraja Prakasam",2020,470000.0,Undisclosed,Agriculture and Food
Invento,Bengaluru,Invento Robotics specializes in developing service robots intended for customer interactions.,"Chiripal Group, Ratish Kumar Nair",2020,0.0,Undisclosed,Technology
Infurnia,Bengaluru,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,"Pallav Nadhani, Idein Ventures",2020,240000.0,Undisclosed,Technology
AnalytIQSports's SuperCric,Bengaluru,SuperCric is India's first strategy Cricket Manager simulation game,Undisclosed,2020,0.0,Undisclosed,Media and Entertainment
GenieTalk,Indore,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,Undisclosed,2020,750000.0,Undisclosed,Technology
Classplus,Noida,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,"Spiral Ventures, Surge",2020,10000000.0,Undisclosed,Education
Mobile Premier League,Bengaluru,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,"Sequoia Capital India, Times Internet",2020,74000000.0,Undisclosed,Media and Entertainment
Fourth Partner Energy,Hyderabad,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,"responsAbility, Grameen Impact India (GIII)",2020,16000000.0,Undisclosed,Energy and Environment
Flipkart,Bengaluru,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,"Tencent Holdings, Walmart",2020,62000000.0,Undisclosed,E-Commerce and Retail
Vivriti Capital,Chennai,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,"Aspada, Creation Investments Capital Management, LLC",2020,1000000.0,Undisclosed,Finance and FinTech
InsuranceDekho,Ludhiana,The funding for branding and marketing activities as well as strengthening the product and technology teams,GirnarSoft,2020,20000000.0,Undisclosed,Finance and FinTech
BestDoc,Kochi,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,Undisclosed,2020,2100000.0,Undisclosed,Healthcare and Wellness
Byju’s,Bengaluru,An Indian educational technology and online tutoring firm,"Owl Ventures, Tiger Global Management",2020,500000000.0,Undisclosed,Education
Melorra,Bengaluru,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,"Jamshed Jeejeebhoy, Symphony International Holdings",2020,12500000.0,Undisclosed,Consumer Goods
Reliance,Mumbai,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources","Facebook, Google, KKR, Silver Lake",2020,2200000000.0,Undisclosed,Multinational conglomerate company
Inflexor Ventures,Mumbai,Experienced Venture Capital-General Partner focused on Technology investments.,Undisclosed,2020,10000000.0,Undisclosed,Finance and FinTech
Pandorum,Bengaluru,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,"021 Capital, Karnataka Information Technology Venture Capital Fund",2020,5060000.0,Undisclosed,Technology
SpeakIn,Noida,"AI-enabled network of speakers and thought leaders, aka. experts",Homage Ventures.,2020,0.0,Undisclosed,Social Network
LetsUp,Mumbai,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",Undisclosed,2020,0.0,Undisclosed,Publication
Newsreach,Gujarat,NewsReach India offers partner publications a digital footprint,Mumbai Angels,2020,0.0,Undisclosed,Publication
Dream11,Mumbai,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,"Steadview Capital, Tencent Holdings",2020,225000000.0,Undisclosed,Media and Entertainment
SignalX,Hyderabad,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",Undisclosed,2020,750000.0,Undisclosed,Technology
JetSynthesys,Mumbai,Gaming and entertainment startup,"Adar C. Poonawalla, Kris Gopalakrishnan",2020,40000000.0,Undisclosed,Technology
Vesta Space Technology,Pune,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,Undisclosed,2020,10000000.0,Undisclosed,Technology
Dozee,Bengaluru,Dozee offers health and wellness monitoring products.,Undisclosed,2020,1600000.0,Undisclosed,Healthcare and Wellness
Rebel Foods,Pune,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",Coatue Management,2020,50000000.0,Undisclosed,Agriculture and Food
Nykaa,Mumbai,Cosmetics & beauty products online,Steadview Capital,2020,24700000.0,Undisclosed,Consumer Goods
Ketto,Mumbai,"Crowdfunding, Charity, E-commerce","Mumbai Angels, Redcliffe Capital",2020,7700000.0,Undisclosed,Finance and FinTech
Suryoday,Mumbai,Banks that extends two distinct fixed deposit schemes,"Gaja Capital, Kotak Life, Lok Capital",2020,800000.0,Undisclosed,Finance and FinTech
SucSEED,Hyderabad,Venture Partners,"DR. Moti Vyas, Udit Goyal",2020,1300000.0,Undisclosed,Finance and FinTech
Unacademy,Bengaluru,Unacademy is an Indian online education technology company,"Nexus Venture Partners, Sequoia Capital",2020,150000000.0,Undisclosed,Education
